location_id,start_month,end_month,type_count,type_id,taxonomic_rank,taxonomic_rank_name,en_name,scientific_name,scientific_synonyms
1821982,9,9,1,114,6,genus,Apple,Malus,
1822893,10,,1,411,8,species,True service tree,Sorbus domestica,
1822897,9,10,1,114,6,genus,Apple,Malus,
1813278,6,6,1,115,6,genus,Serviceberry,Amelanchier,
1813282,10,11,1,93,8,species,Pecan,Carya illinoinensis,
1813284,7,8,1,48,7,multispecies,Blackberry,Rubus,
1813285,6,8,1,701,8,species,Wine raspberry,Rubus phoenicolasius,
1813293,7,9,1,48,7,multispecies,Blackberry,Rubus,
1813296,7,7,1,629,8,species,Common grape,Vitis vinifera,
1813300,7,,1,92,6,genus,Mulberry,Morus,
1813268,6,7,1,117,6,genus,Sumac,Rhus,
1813292,8,9,1,48,7,multispecies,Blackberry,Rubus,
1813351,6,8,1,1,7,multispecies,Plum,Prunus,
1813383,7,9,1,111,8,species,Black walnut,Juglans nigra,
1813387,6,7,1,96,8,species,Black mulberry,Morus nigra,
1813409,6,7,1,1105,6,genus,Magnolia,Magnolia,
1813412,6,8,1,97,8,species,White mulberry,Morus alba,Morus tatarica
1813414,6,7,1,115,6,genus,Serviceberry,Amelanchier,
1813417,8,9,1,891,8,species,Ohio buckeye,Aesculus glabra,
1813415,8,9,1,891,8,species,Ohio buckeye,Aesculus glabra,
1813423,7,7,1,186,8,species,Chokecherry,Prunus virginiana,
1813424,7,7,1,186,8,species,Chokecherry,Prunus virginiana,
1813436,8,10,1,3565,9,subspecies,Common hazel,Corylus avellana 'Contorta',
1813445,6,7,1,92,6,genus,Mulberry,Morus,
1813416,8,9,1,891,8,species,Ohio buckeye,Aesculus glabra,
1813421,7,8,1,2425,8,species,Red elderberry,Sambucus racemosa,
1813444,7,8,1,92,6,genus,Mulberry,Morus,
1813434,6,11,5,70,6,genus,Chestnut,Castanea,
1813434,6,11,5,3973,8,species,Crow garlic,Allium vineale,
1813434,6,11,5,294,8,species,Common hazel,Corylus avellana,
1813434,6,11,5,48,7,multispecies,Blackberry,Rubus,
1813434,6,11,5,701,8,species,Wine raspberry,Rubus phoenicolasius,
1813458,7,7,1,97,8,species,White mulberry,Morus alba,Morus tatarica
1813465,9,10,1,179,8,species,Bur oak,Quercus macrocarpa,
1813482,6,7,1,79,8,species,Apricot,Prunus armeniaca,
1812675,8,9,1,114,6,genus,Apple,Malus,
1810328,11,4,1,48,7,multispecies,Blackberry,Rubus,
1810293,8,10,1,72,6,genus,Oak,Quercus,
1813250,7,8,1,48,7,multispecies,Blackberry,Rubus,
1810271,1,4,2,114,6,genus,Apple,Malus,
1810271,1,4,2,1,7,multispecies,Plum,Prunus,
1812696,5,9,12,106,6,genus,Currant,Ribes,
1812696,5,9,12,3303,9,subspecies,Bing cherry,Prunus avium 'Bing',
1812696,5,9,12,16,6,genus,Grape,Vitis,
1812696,5,9,12,115,6,genus,Serviceberry,Amelanchier,
1812696,5,9,12,1514,8,species,Nanking cherry,Prunus tomentosa,
1812696,5,9,12,17,6,genus,Lavender,Lavandula,
1812696,5,9,12,741,6,genus,Yucca,Yucca,
1812696,5,9,12,422,8,species,Common yarrow,Achillea millefolium,
1812696,5,9,12,99,6,genus,Mint,Mentha,
1812696,5,9,12,9,6,genus,Sage,Salvia,
1812696,5,9,12,52,8,species,Peach,Prunus persica,
1812696,5,9,12,1,7,multispecies,Plum,Prunus,
1810612,5,7,12,23,8,species,Mandarin,Citrus reticulata,
1810612,5,7,12,102,8,species,Bell pepper,Capsicum annuum,
1810612,5,7,12,152,6,genus,Onion,Allium,
1810612,5,7,12,173,8,species,Red mulberry,Morus rubra,
1810612,5,7,12,268,8,species,Bay laurel,Laurus nobilis,
1810612,5,7,12,445,6,genus,Fig,Ficus,
1810612,5,7,12,5097,7,multispecies,Lemon,Citrus,
1810612,5,7,12,6177,9,subspecies,Navel orange,Citrus x sinensis,
1810612,5,7,12,6372,6,genus,tea tree,Melaleuca,
1810612,5,7,12,6372,6,genus,tea tree,Melaleuca,
1810612,5,7,12,202,8,species,Garlic,Allium sativum,
1810612,5,7,12,1,7,multispecies,Plum,Prunus,
1813485,7,8,1,74,6,genus,Elderberry,Sambucus,
1813486,7,8,1,74,6,genus,Elderberry,Sambucus,
1809861,6,7,1,79,8,species,Apricot,Prunus armeniaca,
1809860,6,7,1,79,8,species,Apricot,Prunus armeniaca,
1809829,7,9,1,1,7,multispecies,Plum,Prunus,
1809515,7,9,1,114,6,genus,Apple,Malus,
1810672,9,10,1,114,6,genus,Apple,Malus,
1809773,1,5,1,2369,8,species,Rose apple,Syzygium jambos,
1068256,7,8,1,20,8,species,Common fig,Ficus carica,
607074,7,9,1,445,6,genus,Fig,Ficus,
1813493,8,10,1,222,8,species,Papaya,Carica papaya,
1813498,6,7,1,92,6,genus,Mulberry,Morus,
1813502,7,8,1,7303,8,species,sand grape,Vitis rupestris,
1813590,6,7,1,926,8,species,Haskap,Lonicera caerulea,
1762911,9,10,1,111,8,species,Black walnut,Juglans nigra,
1813508,7,8,1,529,8,species,Common bilberry,Vaccinium myrtillus,
1813509,7,8,1,529,8,species,Common bilberry,Vaccinium myrtillus,
1813510,8,10,1,322,8,species,Black elderberry,Sambucus nigra,
1813505,6,8,1,92,6,genus,Mulberry,Morus,
1813548,7,8,1,52,8,species,Peach,Prunus persica,
1812882,6,8,1,17,6,genus,Lavender,Lavandula,
1813552,8,10,1,128,8,species,Fox grape,Vitis labrusca,
1813553,9,10,1,142,8,species,White oak,Quercus alba,
1813555,7,9,1,48,7,multispecies,Blackberry,Rubus,
1813588,7,8,1,74,6,genus,Elderberry,Sambucus,
1813591,6,6,1,926,8,species,Haskap,Lonicera caerulea,
1813607,8,9,1,16,6,genus,Grape,Vitis,
1813608,7,8,1,412,8,species,Pin cherry,Prunus pensylvanica,
1813609,7,8,1,186,8,species,Chokecherry,Prunus virginiana,
1813610,7,9,1,14,8,species,Apple,Malus pumila,Malus domestica
1813611,4,7,1,7306,8,species,Siberian miner's lettuce,Claytonia sibirica,
1813626,11,3,1,1982,8,species,Banana,Musa acuminata,
1813632,8,9,1,969,8,species,Shumard oak,Quercus shumardii,
1813634,8,10,1,6111,9,subspecies,Pear,Pyrus communis 'Onward',
1719409,10,11,1,13,8,species,Pomegranate,Punica granatum,
1813657,10,11,1,179,8,species,Bur oak,Quercus macrocarpa,
1813658,8,9,1,62,7,multispecies,Cherry,Prunus,
1813664,7,9,1,96,8,species,Black mulberry,Morus nigra,
1813628,10,12,1,451,8,species,Pitanga,Eugenia uniflora,
1813688,8,9,1,248,8,species,Cornelian cherry dogwood,Cornus mas,
1813689,6,7,1,97,8,species,White mulberry,Morus alba,Morus tatarica
1813690,8,10,1,111,8,species,Black walnut,Juglans nigra,
1813692,8,10,1,48,7,multispecies,Blackberry,Rubus,
1813766,11,,1,405,8,species,Common medlar,Mespilus germanica,"Mespilus, Crataegus germanica"
1813768,10,11,1,112,8,species,Persian walnut,Juglans regia,
1813888,8,,1,2041,8,species,Nara melon,Acanthosicyos horridus,
1813912,6,7,1,97,8,species,White mulberry,Morus alba,Morus tatarica
1813938,8,9,1,48,7,multispecies,Blackberry,Rubus,
1767190,7,8,1,445,6,genus,Fig,Ficus,
1813726,2,4,1,114,6,genus,Apple,Malus,
1813763,6,9,1,941,8,species,Texas persimmon,Diospyros texana,
1813767,7,8,1,48,7,multispecies,Blackberry,Rubus,
1813769,10,,1,112,8,species,Persian walnut,Juglans regia,
1813770,9,,1,114,6,genus,Apple,Malus,
1813771,9,,1,15,6,genus,Pear,Pyrus,
1813772,10,,1,112,8,species,Persian walnut,Juglans regia,
1813773,7,,1,121,8,species,Sour cherry,Prunus cerasus,
1813765,9,,1,114,6,genus,Apple,Malus,
1813798,7,8,1,186,8,species,Chokecherry,Prunus virginiana,
1813816,8,9,1,62,7,multispecies,Cherry,Prunus,
1813820,10,11,1,69,8,species,Quince,Cydonia oblonga,"Cydonia, Cydonia vulgaris"
1813821,7,8,1,4989,9,subspecies,Purple-leaf plum,Prunus cerasifera,
1813830,7,8,1,13,8,species,Pomegranate,Punica granatum,
1813831,7,9,1,186,8,species,Chokecherry,Prunus virginiana,
1813853,9,10,1,48,7,multispecies,Blackberry,Rubus,
1813854,6,8,1,48,7,multispecies,Blackberry,Rubus,
1813855,6,8,1,48,7,multispecies,Blackberry,Rubus,
1813856,6,8,1,48,7,multispecies,Blackberry,Rubus,
1813857,6,8,1,48,7,multispecies,Blackberry,Rubus,
1813858,6,8,1,48,7,multispecies,Blackberry,Rubus,
1813859,6,8,1,48,7,multispecies,Blackberry,Rubus,
1813861,6,8,1,48,7,multispecies,Blackberry,Rubus,
1813862,6,8,1,48,7,multispecies,Blackberry,Rubus,
1813864,6,8,1,48,7,multispecies,Blackberry,Rubus,
1813865,6,8,1,48,7,multispecies,Blackberry,Rubus,
1813850,4,6,1,49,8,species,Feijoa,Acca sellowiana,Feijoa sellowiana
1813852,8,10,1,48,7,multispecies,Blackberry,Rubus,
1813863,6,8,1,48,7,multispecies,Blackberry,Rubus,
1813866,6,8,1,48,7,multispecies,Blackberry,Rubus,
1813871,6,8,1,48,7,multispecies,Blackberry,Rubus,
1813872,6,8,1,48,7,multispecies,Blackberry,Rubus,
1813873,6,8,1,48,7,multispecies,Blackberry,Rubus,
1813884,7,8,1,74,6,genus,Elderberry,Sambucus,
1813889,8,,1,202,8,species,Garlic,Allium sativum,
1813894,9,12,1,5070,6,genus,Olive,Olea,
1813895,8,,2,2034,8,species,Silver wattle,Acacia dealbata,
1813895,8,,2,16,6,genus,Grape,Vitis,
1813896,6,,1,105,6,genus,Strawberry,Fragaria,
1813899,6,7,1,92,6,genus,Mulberry,Morus,
1813885,5,6,1,243,8,species,European linden,Tilia x europaea,
1813892,6,7,1,79,8,species,Apricot,Prunus armeniaca,
1813903,9,10,1,82,6,genus,Rose,Rosa,
1813909,7,9,1,744,9,subspecies,Damson plum,Prunus domestica subsp. insititia,Prunus insititia
1813911,6,,1,97,8,species,White mulberry,Morus alba,Morus tatarica
1813917,8,9,1,119,6,genus,Chokeberry,Aronia,Photinia
1813918,8,9,1,119,6,genus,Chokeberry,Aronia,Photinia
1813920,6,8,1,123,7,multispecies,Black raspberry,Rubus,
1813913,8,,1,7313,8,species,eastern prickly gooseberry,Ribes cynosbati,
1813934,8,8,1,433,8,species,Blue elderberry,Sambucus cerulea,"Sambucus caerulea, Sambucus neomexicana"
1813952,8,,1,114,6,genus,Apple,Malus,
1813944,6,9,1,122,7,multispecies,Raspberry,Rubus,
1813959,9,11,1,284,8,species,American plum,Prunus americana,
1813980,7,8,2,88,7,multispecies,Blueberry,Vaccinium,
1813980,7,8,2,2142,8,species,Black huckleberry,Gaylussacia baccata,
1813981,8,8,1,48,7,multispecies,Blackberry,Rubus,
1813979,5,8,1,1844,8,species,Woodland strawberry,Fragaria vesca,
1814001,6,6,1,115,6,genus,Serviceberry,Amelanchier,
1814041,7,8,1,74,6,genus,Elderberry,Sambucus,
1814042,7,8,1,74,6,genus,Elderberry,Sambucus,
1814044,7,8,1,74,6,genus,Elderberry,Sambucus,
1814035,9,,1,2194,7,multispecies,Crabapple,Malus,
1814045,7,9,1,48,7,multispecies,Blackberry,Rubus,
1814043,8,8,1,74,6,genus,Elderberry,Sambucus,
1814050,8,8,1,16,6,genus,Grape,Vitis,
1814049,9,11,1,93,8,species,Pecan,Carya illinoinensis,
1821765,8,9,1,74,6,genus,Elderberry,Sambucus,
1821110,7,7,1,337,8,species,Canadian serviceberry,Amelanchier canadensis,
1821117,6,7,1,92,6,genus,Mulberry,Morus,
1821118,6,7,1,92,6,genus,Mulberry,Morus,
1821767,2,6,1,1336,6,genus,Asparagus,Asparagus,
1821169,8,9,1,294,8,species,Common hazel,Corylus avellana,
1821220,7,,1,691,9,subspecies,Mirabelle plum,Prunus domestica subsp. syriaca,
1821224,8,,1,123,7,multispecies,Black raspberry,Rubus,
1821225,10,,1,73,6,genus,Walnut,Juglans,
1821226,9,10,1,73,6,genus,Walnut,Juglans,
1821245,8,10,1,118,8,species,Kousa dogwood,Cornus kousa,Benthamidia kousa
1719348,8,9,1,20,8,species,Common fig,Ficus carica,
1719794,7,8,1,48,7,multispecies,Blackberry,Rubus,
1821249,7,8,1,2711,8,species,Himalayan blackberry,Rubus armeniacus,
1761104,8,10,1,2194,7,multispecies,Crabapple,Malus,
1813503,6,8,1,114,6,genus,Apple,Malus,
1813499,4,6,2,96,8,species,Black mulberry,Morus nigra,
1813499,4,6,2,52,8,species,Peach,Prunus persica,
1821028,5,6,1,92,6,genus,Mulberry,Morus,
1821034,6,8,1,5311,8,species,Allegheny blackberry,Rubus allegheniensis,
1806194,9,10,1,114,6,genus,Apple,Malus,
1821487,8,10,1,114,6,genus,Apple,Malus,
1719280,9,12,1,89,1,kingdom,Mushroom,Fungi,
1717873,6,7,1,106,6,genus,Currant,Ribes,
1821485,6,8,1,92,6,genus,Mulberry,Morus,
1821486,8,9,1,15,6,genus,Pear,Pyrus,
1592412,8,,5,1,7,multispecies,Plum,Prunus,
1592412,8,,5,48,7,multispecies,Blackberry,Rubus,
1592412,8,,5,69,8,species,Quince,Cydonia oblonga,"Cydonia, Cydonia vulgaris"
1592412,8,,5,744,9,subspecies,Damson plum,Prunus domestica subsp. insititia,Prunus insititia
1718586,7,10,5,74,6,genus,Elderberry,Sambucus,
1718586,7,10,5,48,7,multispecies,Blackberry,Rubus,
1718586,7,10,5,172,6,genus,Hawthorn,Crataegus,
1718586,7,10,5,122,7,multispecies,Raspberry,Rubus,
1718586,7,10,5,232,8,species,Stinging nettle,Urtica dioica,
1718624,7,10,1,48,7,multispecies,Blackberry,Rubus,
1718625,7,10,1,48,7,multispecies,Blackberry,Rubus,
1821991,10,11,1,111,8,species,Black walnut,Juglans nigra,
1822062,7,,1,123,7,multispecies,Black raspberry,Rubus,
1822236,7,,1,48,7,multispecies,Blackberry,Rubus,
1822003,8,10,1,2785,8,species,Blue passionflower,Passiflora caerulea,
1822013,4,6,1,542,8,species,Wild garlic,Allium ursinum,
1822059,9,,1,119,6,genus,Chokeberry,Aronia,Photinia
1822081,9,10,1,1,7,multispecies,Plum,Prunus,
1822082,10,,1,13,8,species,Pomegranate,Punica granatum,
1822084,9,10,1,445,6,genus,Fig,Ficus,
1822085,9,,1,445,6,genus,Fig,Ficus,
1822086,9,,1,20,8,species,Common fig,Ficus carica,
1822088,9,,1,20,8,species,Common fig,Ficus carica,
1822105,10,,1,70,6,genus,Chestnut,Castanea,
1822106,9,,1,286,8,species,European pear,Pyrus communis,"Pyrus communis var. sativa, Pyrus sativa"
1822109,5,,1,62,7,multispecies,Cherry,Prunus,
1822153,8,10,1,116,8,species,Pawpaw,Asimina triloba,
1069130,7,9,1,698,8,species,Beach plum,Prunus maritima,
1822133,9,,1,4651,9,subspecies,Avocado,Persea americana 'Florida Hass',
1822136,8,10,1,5050,9,subspecies,Bramley apple,Malus pumila 'Bramley's Seedling',
1822137,8,10,1,7460,8,species,riverbank grape,Vitis riparia,
1822138,6,11,1,117,6,genus,Sumac,Rhus,
1822146,8,10,1,116,8,species,Pawpaw,Asimina triloba,
1822149,9,11,1,144,6,genus,Hickory,Carya,
1822150,8,10,1,116,8,species,Pawpaw,Asimina triloba,
1822152,8,10,1,116,8,species,Pawpaw,Asimina triloba,
1822154,8,10,1,116,8,species,Pawpaw,Asimina triloba,
1822155,8,9,1,116,8,species,Pawpaw,Asimina triloba,
1822164,10,12,1,246,8,species,American persimmon,Diospyros virginiana,
1806174,9,11,1,116,8,species,Pawpaw,Asimina triloba,
1822180,8,9,1,284,8,species,American plum,Prunus americana,
1822159,8,9,1,2194,7,multispecies,Crabapple,Malus,
1822183,9,9,1,2194,7,multispecies,Crabapple,Malus,
1822185,9,10,1,144,6,genus,Hickory,Carya,
1822197,6,9,1,98,7,multispecies,Dewberry,Rubus,
1822217,7,9,1,191,8,species,Staghorn sumac,Rhus typhina,Rhus hirta
1813624,10,12,1,418,8,species,Common mango,Mangifera indica,
1822237,5,,1,92,6,genus,Mulberry,Morus,
1822238,6,10,4,3303,9,subspecies,Bing cherry,Prunus avium 'Bing',
1822238,6,10,4,4969,9,subspecies,Bosc pear,Pyrus communis 'Bosc',
1822238,6,10,4,3177,9,subspecies,Honeycrisp apple,Malus pumila 'Honeycrisp',Malus domestica 'Honeycrisp'
1822252,8,10,1,73,6,genus,Walnut,Juglans,
1822253,9,10,1,6157,9,subspecies,Jefferson hazelnut,Corylus avellana 'Jefferson',
1822254,9,10,1,6157,9,subspecies,Jefferson hazelnut,Corylus avellana 'Jefferson',
1822272,9,10,1,16,6,genus,Grape,Vitis,
1822298,8,9,1,2194,7,multispecies,Crabapple,Malus,
1822299,8,9,1,2194,7,multispecies,Crabapple,Malus,
1822300,9,10,1,56,6,genus,Prickly pear,Opuntia,
1822306,8,9,1,284,8,species,American plum,Prunus americana,
1822307,8,10,1,108,6,genus,Cattail,Typha,
1822321,8,9,1,74,6,genus,Elderberry,Sambucus,
1822391,9,11,1,443,8,species,Mexican plum,Prunus mexicana,
1822474,9,1,1,451,8,species,Pitanga,Eugenia uniflora,
1809806,9,10,1,418,8,species,Common mango,Mangifera indica,
1822538,7,9,1,48,7,multispecies,Blackberry,Rubus,
1822341,9,10,1,179,8,species,Bur oak,Quercus macrocarpa,
1822342,9,10,1,179,8,species,Bur oak,Quercus macrocarpa,
1822343,9,10,1,179,8,species,Bur oak,Quercus macrocarpa,
1822345,9,9,1,118,8,species,Kousa dogwood,Cornus kousa,Benthamidia kousa
1822370,9,9,1,445,6,genus,Fig,Ficus,
1822371,8,10,1,443,8,species,Mexican plum,Prunus mexicana,
1822372,9,10,1,3724,9,subspecies,Black walnut,Juglans nigra 'Laciniata',
1822373,9,10,1,111,8,species,Black walnut,Juglans nigra,
1822376,9,9,1,48,7,multispecies,Blackberry,Rubus,
1822390,9,10,1,358,8,species,Autumn-olive,Elaeagnus umbellata,
1822392,9,11,1,443,8,species,Mexican plum,Prunus mexicana,
606874,5,6,1,97,8,species,White mulberry,Morus alba,Morus tatarica
1822393,9,10,1,146,8,species,Ginkgo,Ginkgo biloba,Ginkgo
667304,7,8,1,54,9,subspecies,Nectarine,Prunus persica var. nucipersica,
608492,10,11,1,69,8,species,Quince,Cydonia oblonga,"Cydonia, Cydonia vulgaris"
1718087,8,,1,445,6,genus,Fig,Ficus,
1776236,8,11,1,3306,9,subspecies,Granny Smith apple,Malus pumila 'Granny Smith',
1822396,9,10,1,20,8,species,Common fig,Ficus carica,
1822397,8,9,1,74,6,genus,Elderberry,Sambucus,
1822400,9,,1,284,8,species,American plum,Prunus americana,
1822405,9,,1,12,7,multispecies,Persimmon,Diospyros,
1822408,7,8,1,62,7,multispecies,Cherry,Prunus,
1822433,8,10,1,116,8,species,Pawpaw,Asimina triloba,
1822434,8,10,1,116,8,species,Pawpaw,Asimina triloba,
1822435,8,10,1,116,8,species,Pawpaw,Asimina triloba,
1822436,9,11,1,114,6,genus,Apple,Malus,
1822440,8,10,1,116,8,species,Pawpaw,Asimina triloba,
1822443,9,11,1,111,8,species,Black walnut,Juglans nigra,
1822459,9,11,1,5050,9,subspecies,Bramley apple,Malus pumila 'Bramley's Seedling',
1822460,9,10,1,7472,9,subspecies,Apple,Malus pumila 'Lane's Prince Albert',
1822468,9,,1,92,6,genus,Mulberry,Morus,
1822478,10,10,1,73,6,genus,Walnut,Juglans,
1822483,5,5,1,74,6,genus,Elderberry,Sambucus,
1822484,9,10,1,179,8,species,Bur oak,Quercus macrocarpa,
1822485,8,11,1,56,6,genus,Prickly pear,Opuntia,
1822492,8,11,1,56,6,genus,Prickly pear,Opuntia,
1822496,9,9,1,460,8,species,Coconut palm,Cocos nucifera,
1822497,9,9,1,1386,6,genus,Mango,Mangifera,
1822537,1,12,1,10,8,species,Rosemary,Rosmarinus officinalis,
1822549,10,12,1,246,8,species,American persimmon,Diospyros virginiana,
1822777,8,8,1,116,8,species,Pawpaw,Asimina triloba,
1517403,8,8,1,2194,7,multispecies,Crabapple,Malus,
1822780,8,10,1,190,8,species,Maypop,Passiflora incarnata,
1822581,9,10,1,114,6,genus,Apple,Malus,
1822584,7,9,1,48,7,multispecies,Blackberry,Rubus,
1822595,10,10,2,70,6,genus,Chestnut,Castanea,
1822595,10,10,2,72,6,genus,Oak,Quercus,
659755,11,12,1,68,8,species,Almond,Prunus amygdalus,"Prunus dulcis, Amygdalus communis, Amygdalus dulcis"
1822783,9,10,1,73,6,genus,Walnut,Juglans,
1822619,8,10,1,443,8,species,Mexican plum,Prunus mexicana,
1822642,9,11,1,72,6,genus,Oak,Quercus,
1822643,6,8,1,92,6,genus,Mulberry,Morus,
1822645,9,11,1,72,6,genus,Oak,Quercus,
1822657,7,9,1,2711,8,species,Himalayan blackberry,Rubus armeniacus,
1822659,10,,1,246,8,species,American persimmon,Diospyros virginiana,
1768008,10,12,1,93,8,species,Pecan,Carya illinoinensis,
1822664,10,12,1,12,7,multispecies,Persimmon,Diospyros,
1822682,8,10,1,111,8,species,Black walnut,Juglans nigra,
1822688,8,9,1,114,6,genus,Apple,Malus,
1822704,9,11,1,197,8,species,Oregon-grape,Mahonia aquifolium,
1822705,8,10,1,111,8,species,Black walnut,Juglans nigra,
1822709,8,11,1,4630,9,subspecies,Japanese persimmon,Diospyros kaki 'Hachiya',
1822711,10,12,1,209,8,species,Jerusalem artichoke,Helianthus tuberosus,
1822713,6,8,1,113,8,species,Cherry plum,Prunus cerasifera,Prunus pissardii
1822697,9,10,1,111,8,species,Black walnut,Juglans nigra,
1806159,9,10,2,111,8,species,Black walnut,Juglans nigra,
1806159,9,10,2,1618,8,species,American plane,Platanus occidentalis,
1806172,8,9,1,698,8,species,Beach plum,Prunus maritima,
1806191,9,10,1,176,8,species,American cranberrybush,Viburnum trilobum,
1806178,10,11,1,13,8,species,Pomegranate,Punica granatum,
1806193,11,12,1,5097,7,multispecies,Lemon,Citrus,
1805829,8,,1,88,7,multispecies,Blueberry,Vaccinium,
1806196,9,10,1,49,8,species,Feijoa,Acca sellowiana,Feijoa sellowiana
1806208,9,11,1,545,6,genus,Sea-buckthorn,Hippophae,
1720892,7,8,1,59,8,species,Olive,Olea europaea,
1806195,9,10,1,2194,7,multispecies,Crabapple,Malus,
1806199,8,,1,88,7,multispecies,Blueberry,Vaccinium,
1806236,9,11,1,363,8,species,Sweet chestnut,Castanea sativa,
1806237,8,10,1,1339,8,species,American hazel,Corylus americana,
1806243,9,10,1,363,8,species,Sweet chestnut,Castanea sativa,
1806244,10,12,1,520,8,species,Dog rose,Rosa canina,
1806251,10,11,1,12,7,multispecies,Persimmon,Diospyros,
1806227,9,10,1,78,8,species,Passionfruit,Passiflora edulis,
1806260,8,9,1,1,7,multispecies,Plum,Prunus,
1806271,8,8,1,97,8,species,White mulberry,Morus alba,Morus tatarica
1806272,7,8,1,123,7,multispecies,Black raspberry,Rubus,
1806274,9,10,1,180,8,species,Butternut,Juglans cinerea,
1806275,9,10,1,180,8,species,Butternut,Juglans cinerea,
1806282,9,10,1,3227,6,genus,Arbutus,Arbutus,
1806268,10,11,1,146,8,species,Ginkgo,Ginkgo biloba,Ginkgo
1806329,8,9,1,48,7,multispecies,Blackberry,Rubus,
1806375,10,10,1,155,8,species,Chinese chestnut,Castanea mollissima,
1806420,10,,1,70,6,genus,Chestnut,Castanea,
1806388,3,10,1,1825,8,species,Common dandelion,Taraxacum officinale,
1806351,10,11,1,246,8,species,American persimmon,Diospyros virginiana,
1806335,9,10,1,73,6,genus,Walnut,Juglans,
1806281,9,10,1,3227,6,genus,Arbutus,Arbutus,
1591450,9,10,1,14,8,species,Apple,Malus pumila,Malus domestica
1806343,8,10,1,12,7,multispecies,Persimmon,Diospyros,
1806364,9,,1,114,6,genus,Apple,Malus,
1806377,5,7,1,18,8,species,Loquat,Eriobotrya japonica,
1806394,8,10,1,3901,8,species,Roseleaf bramble,Rubus rosifolius,Rubus rosaefolius
1806387,,9,1,62,7,multispecies,Cherry,Prunus,
1806390,5,6,1,48,7,multispecies,Blackberry,Rubus,
1806466,11,11,1,11,8,species,Pomelo,Citrus maxima,"Citrus grandis, Citrus grande"
1806559,3,6,1,18,8,species,Loquat,Eriobotrya japonica,
1806498,10,11,1,73,6,genus,Walnut,Juglans,
1806610,9,11,1,73,6,genus,Walnut,Juglans,
1806436,10,10,1,246,8,species,American persimmon,Diospyros virginiana,
1806425,9,10,1,111,8,species,Black walnut,Juglans nigra,
1806428,10,,1,114,6,genus,Apple,Malus,
1806636,9,11,1,114,6,genus,Apple,Malus,
1806437,10,11,1,56,6,genus,Prickly pear,Opuntia,
1806438,10,11,1,56,6,genus,Prickly pear,Opuntia,
1806459,9,9,1,48,7,multispecies,Blackberry,Rubus,
1806460,10,11,1,70,6,genus,Chestnut,Castanea,
1806465,10,11,1,5097,7,multispecies,Lemon,Citrus,
1806479,7,7,1,1,7,multispecies,Plum,Prunus,
1806482,7,8,1,1,7,multispecies,Plum,Prunus,
1806483,8,9,1,48,7,multispecies,Blackberry,Rubus,
1806485,6,7,1,123,7,multispecies,Black raspberry,Rubus,
1806471,7,10,1,114,6,genus,Apple,Malus,
1806550,2,11,1,854,6,genus,Mullein,Verbascum,
1806571,4,6,1,6108,8,species,mock strawberry,Potentilla indica,
1806588,1,1,1,5071,7,multispecies,Orange,Citrus,
1806590,9,11,1,5,8,species,Grapefruit,Citrus x paradisi,
1806497,10,,1,73,6,genus,Walnut,Juglans,
1806467,11,11,1,11,8,species,Pomelo,Citrus maxima,"Citrus grandis, Citrus grande"
1806463,10,11,1,5097,7,multispecies,Lemon,Citrus,
1806476,8,9,1,114,6,genus,Apple,Malus,
1806499,10,11,1,73,6,genus,Walnut,Juglans,
1806480,7,7,1,1,7,multispecies,Plum,Prunus,
1806552,11,12,1,13,8,species,Pomegranate,Punica granatum,
1717760,8,10,1,275,8,species,Carob,Ceratonia siliqua,
1717762,8,9,1,15,6,genus,Pear,Pyrus,
1717763,9,10,1,363,8,species,Sweet chestnut,Castanea sativa,
1719311,11,12,1,4,8,species,Lemon,Citrus x limon,
1718190,9,10,1,15,6,genus,Pear,Pyrus,
1718195,6,7,1,691,9,subspecies,Mirabelle plum,Prunus domestica subsp. syriaca,
1717978,9,11,1,683,6,genus,Rowan,Sorbus,
1718579,9,11,1,224,8,species,Common horse-chestnut,Aesculus hippocastanum,
1717979,9,11,1,683,6,genus,Rowan,Sorbus,
1718578,9,11,1,224,8,species,Common horse-chestnut,Aesculus hippocastanum,
1721123,6,9,1,74,6,genus,Elderberry,Sambucus,
1717976,9,10,1,1885,9,subspecies,Bartlett pear,Pyrus communis 'Bartlett',
1718012,8,9,1,114,6,genus,Apple,Malus,
1718741,9,10,1,112,8,species,Persian walnut,Juglans regia,
1718747,8,9,1,286,8,species,European pear,Pyrus communis,"Pyrus communis var. sativa, Pyrus sativa"
1718748,8,10,1,14,8,species,Apple,Malus pumila,Malus domestica
1718917,9,11,1,114,6,genus,Apple,Malus,
1718988,10,10,1,111,8,species,Black walnut,Juglans nigra,
1718989,10,10,1,111,8,species,Black walnut,Juglans nigra,
1720901,4,5,1,52,8,species,Peach,Prunus persica,
1721677,8,10,1,251,8,species,Turkish hazel,Corylus colurna,
1721679,7,8,1,197,8,species,Oregon-grape,Mahonia aquifolium,
1719853,8,9,3,93,8,species,Pecan,Carya illinoinensis,
1719853,8,9,3,116,8,species,Pawpaw,Asimina triloba,
1719853,8,9,3,281,8,species,Shagbark hickory,Carya ovata,
1719944,2,4,1,1550,8,species,Ice-cream-bean,Inga edulis,
1720060,10,12,1,59,8,species,Olive,Olea europaea,
1720061,10,12,1,59,8,species,Olive,Olea europaea,
1720062,10,12,1,59,8,species,Olive,Olea europaea,
